,separation (arcsec),5 sigma contrast,mass detection limit for 57 Myr (Mjup),mass lower limit for 38 Myr (Mjup),mass upper limit for 76 Myr (Mjup),mass detection limit for 100 Myr (Mjup),mass lower limit for 40 Myr (Mjup),mass upper limit for 600 Myr (Mjup)
216,2.7440002,2.2612161e-07,1.9895366,1.6447785,2.3229759,2.7574723,1.6981187,7.9274817
217,2.7562501,2.2516684e-07,1.9872286,1.6423032,2.3185678,2.7530966,1.6956452,7.917777
218,2.7685,2.2375376e-07,1.9837956,1.6386217,2.3120112,2.7465882,1.6919664,7.903343
219,2.78075,2.2162212e-07,1.978575,1.6330228,2.30204,2.7366905,1.6863716,7.881393
220,2.7930002,2.208503e-07,1.9766722,1.6309823,2.298406,2.7330832,1.6843325,7.8733926
221,2.8052502,2.1977345e-07,1.9740067,1.6281238,2.2933152,2.7280297,1.681476,7.8621855
222,2.8175,2.1516664e-07,1.9624529,1.6157331,2.2712483,2.7061255,1.6690943,7.813607
223,2.82975,2.1032834e-07,1.9500492,1.602431,2.2479968,2.68261,1.6558019,7.761456
224,2.8420002,2.0718959e-07,1.9418488,1.5936368,2.235717,2.6670632,1.6470139,7.7269773
225,2.8542502,2.0285327e-07,1.9303122,1.5812646,2.2184415,2.6451917,1.6346507,7.6784716
226,2.8665001,2.0123298e-07,1.9259384,1.5765741,2.2118921,2.6368995,1.6299635,7.660082
227,2.87875,1.9831023e-07,1.9179593,1.568017,2.1999438,2.6217723,1.6214126,7.626534
228,2.891,2.0450858e-07,1.9347453,1.5860188,2.22508,2.6535962,1.6394014,7.697111
229,2.9032502,2.1375585e-07,1.9588648,1.6118851,2.2643955,2.699323,1.6652491,7.798521
230,2.9155002,2.1358433e-07,1.958427,1.6114155,2.263559,2.6984928,1.6647799,7.79668
231,2.92775,2.1285257e-07,1.9565548,1.6094078,2.2599835,2.6949437,1.6627736,7.788809
232,2.94,2.1199091e-07,1.9543434,1.6070364,2.2557602,2.6907513,1.6604038,7.7795115
233,2.9522502,2.1068027e-07,1.9509604,1.6034082,2.2493613,2.6843374,1.6567783,7.765287
234,2.9645002,2.0933076e-07,1.9474556,1.5996497,2.2441132,2.677693,1.6530224,7.750551
235,2.9767501,2.0745125e-07,1.9425367,1.5943744,2.2367473,2.6683674,1.6477511,7.72987
236,2.989,2.056415e-07,1.9377586,1.5892503,2.2295923,2.659309,1.6426306,7.70978
237,3.00125,2.0483566e-07,1.9356172,1.5869539,2.2263856,2.655249,1.6403358,7.7007766
238,3.0135002,2.0348176e-07,1.9320004,1.583075,2.2209697,2.6483922,1.6364598,7.68557
239,3.0257502,2.0384212e-07,1.9329652,1.5841098,2.2224143,2.6502213,1.6374937,7.689626
240,3.038,2.0489385e-07,1.9357724,1.5871203,2.226618,2.6555433,1.6405021,7.7014294
241,3.05025,2.0510349e-07,1.9363291,1.5877173,2.2274516,2.6565988,1.6410987,7.7037697
242,3.0625002,2.0495901e-07,1.9359449,1.5873053,2.2268763,2.6558704,1.640687,7.7021546
243,3.0747502,2.0656783e-07,1.9402094,1.5918787,2.2332623,2.6639552,1.6452571,7.7200847
244,3.0870001,2.0661494e-07,1.940334,1.5920123,2.2334487,2.6641915,1.6453905,7.720608
245,3.09925,2.0651021e-07,1.940057,1.5917153,2.2330341,2.6636665,1.6450938,7.7194443
246,3.1115003,2.0526198e-07,1.9367507,1.5881693,2.228083,2.657398,1.6415504,7.705542
247,3.1237502,2.0219736e-07,1.9285464,1.5793709,2.2157974,2.6418438,1.6327584,7.671047
248,3.1360002,2.0021787e-07,1.9231809,1.5736169,2.207763,2.631672,1.6270084,7.6484885
249,3.14825,1.9930383e-07,1.920685,1.5709403,2.2040255,2.62694,1.6243337,7.637995
250,3.1605,1.983527e-07,1.9180762,1.5681424,2.2001188,2.621994,1.6215379,7.627025
251,3.1727502,1.9736945e-07,1.9153657,1.5652356,2.19606,2.6168551,1.6186333,7.615629
252,3.1850002,1.971185e-07,1.914672,1.5644916,2.1950212,2.6155403,1.6178899,7.6127124
253,3.1972501,1.9607384e-07,1.9117738,1.5613835,2.1906812,2.6100454,1.6147839,7.600527
254,3.2095,1.9469903e-07,1.9079366,1.5572684,2.184935,2.6027706,1.6106718,7.584393
255,3.2217503,1.9391588e-07,1.9057386,1.5549113,2.1816437,2.5986037,1.6083163,7.575152
256,3.2340002,1.9871425e-07,1.9190698,1.5692079,2.2016065,2.6238775,1.6226027,7.6312027
257,3.2462502,1.982583e-07,1.9178165,1.567864,2.19973,2.6215017,1.6212597,7.6259336
258,3.2585,1.9834016e-07,1.9180417,1.5681053,2.200067,2.6219285,1.621501,7.62688
259,3.27075,1.968446e-07,1.9139142,1.5636789,2.1938863,2.6141033,1.6170777,7.609526
260,3.2830002,1.9708114e-07,1.9145685,1.5643806,2.1948662,2.615344,1.6177789,7.6122775
261,3.2952502,1.9863703e-07,1.918858,1.5689808,2.2012894,2.623476,1.6223757,7.6303124
262,3.3075001,1.9839402e-07,1.9181902,1.5682646,2.2002895,2.62221,1.6216601,7.627505
263,3.31975,1.9589999e-07,1.9112909,1.5608656,2.189958,2.60913,1.6142664,7.5984964
264,3.3320003,1.9452408e-07,1.907446,1.5567423,2.1842005,2.6018407,1.610146,7.5823307
265,3.3442502,1.9055014e-07,1.8961892,1.5446701,2.1673439,2.5804994,1.5980827,7.5350013
266,3.3565001,1.8658501e-07,1.8847206,1.5323709,2.1501703,2.5587568,1.5857923,7.4867816
267,3.36875,1.838083e-07,1.8765432,1.5236013,2.137925,2.5432534,1.577029,7.4523993
268,3.381,1.8173975e-07,1.87037,1.5169811,2.128681,2.5315502,1.5704136,7.4264445
269,3.3932502,1.8806645e-07,1.889034,1.5369968,2.1566293,2.5669343,1.5904148,7.504917
270,3.4055002,1.9906204e-07,1.9200231,1.5702302,2.2030342,2.625685,1.6236243,7.635211
271,3.4177501,1.9823958e-07,1.9177648,1.5678084,2.1996524,2.6214037,1.6212043,7.625716
272,3.43,1.9765837e-07,1.9161638,1.5660915,2.1972551,2.6183684,1.6194885,7.6189847
273,3.4422503,1.9702446e-07,1.9144124,1.5642132,2.1946323,2.615048,1.6176116,7.611621
274,3.4545002,1.9751772e-07,1.9157758,1.5656754,2.1966739,2.6176326,1.6190727,7.617353
275,3.4667501,1.9792081e-07,1.9168881,1.5668683,2.1983397,2.6197414,1.6202648,7.6220303
276,3.479,1.957179e-07,1.910783,1.5603211,2.1891975,2.6081672,1.6137222,7.596361
277,3.4912503,1.9319442e-07,1.9037055,1.5527309,2.1785994,2.5947492,1.6061375,7.5666037
278,3.5035002,1.9195997e-07,1.9002094,1.5489815,2.173364,2.5881212,1.6023909,7.551904
279,3.5157502,1.9190202e-07,1.9000446,1.5488049,2.1731172,2.5878086,1.6022143,7.5512114
280,3.528,1.9064301e-07,1.8964546,1.5449548,2.1677413,2.5810025,1.5983671,7.536117
281,3.54025,1.8824926e-07,1.8895628,1.5375639,2.1574214,2.567937,1.5909816,7.507141
282,3.5525002,1.8534381e-07,1.8810798,1.5284665,2.1447184,2.5518544,1.5818907,7.4714737
283,3.5647502,1.8524884e-07,1.8808,1.5281664,2.1442995,2.551324,1.5815909,7.4702973
284,3.5770001,1.8506259e-07,1.880252,1.5275787,2.1434786,2.5502849,1.5810035,7.4679933
285,3.58925,1.849618e-07,1.8799549,1.5272602,2.143034,2.5497217,1.5806853,7.4667444
286,3.6015003,1.8539413e-07,1.8812283,1.5286257,2.1449406,2.552136,1.5820498,7.472098
287,3.6137502,1.8708616e-07,1.8861836,1.53394,2.1523612,2.5615304,1.5873601,7.492933
288,3.6260002,1.8855908e-07,1.8904597,1.5385257,2.1587644,2.569637,1.5919427,7.5109115
289,3.63825,1.8933532e-07,1.8927007,1.5409291,2.16212,2.5738857,1.5943443,7.520334
290,3.6505,1.8929273e-07,1.892578,1.5407975,2.1619365,2.5736532,1.5942128,7.5198183
291,3.6627502,1.8965338e-07,1.8936167,1.5419114,2.1634917,2.5756223,1.5953258,7.524185
292,3.6750002,1.897193e-07,1.8938054,1.5421138,2.1637743,2.5759802,1.595528,7.5249786
293,3.6872501,1.9033368e-07,1.8955692,1.5440054,2.1664157,2.5793242,1.5974183,7.532395
294,3.6995,1.8916431e-07,1.8922082,1.5404009,2.1613827,2.572952,1.5938164,7.5182633
295,3.7117503,1.8735577e-07,1.8869684,1.5347815,2.153536,2.563018,1.5882012,7.496232
296,3.7240002,1.86196e-07,1.8835824,1.5311503,2.1484659,2.556599,1.5845726,7.4819956
297,3.7362502,1.8573658e-07,1.8822343,1.5297046,2.1464472,2.554043,1.5831279,7.476328
298,3.7485,1.8479223e-07,1.8794549,1.5267239,2.142285,2.5487738,1.5801493,7.4646416
299,3.7607503,1.8343637e-07,1.8754385,1.5224166,2.1362708,2.5411592,1.5758451,7.447755
300,3.7730002,1.822055e-07,1.871766,1.5184782,2.1307714,2.5341969,1.5719095,7.432314
301,3.7852502,1.8193549e-07,1.8709574,1.5176109,2.1295605,2.5326638,1.5710429,7.428914
302,3.7975001,1.8294195e-07,1.8739659,1.5208373,2.1340656,2.5383673,1.574267,7.441563
303,3.80975,1.8309137e-07,1.8744113,1.5213151,2.1347327,2.539212,1.5747445,7.443436
304,3.8220003,1.831385e-07,1.8745522,1.5214661,2.1349435,2.539479,1.5748954,7.4440284
305,3.8342502,1.8316025e-07,1.8746164,1.5215349,2.1350396,2.5396006,1.5749642,7.4442983
306,3.8465002,1.8337406e-07,1.8752526,1.5222173,2.1359923,2.5408068,1.5756459,7.4469733
307,3.85875,1.8298815e-07,1.8741038,1.5209852,2.134272,2.5386288,1.5744148,7.442143
308,3.8710003,1.8137155e-07,1.8692644,1.5157954,2.1270254,2.529454,1.5692286,7.421796
309,3.8832502,1.8068505e-07,1.8671958,1.513577,2.1239278,2.5255325,1.5670118,7.4130983
310,3.8955002,1.8257192e-07,1.8728621,1.5196536,2.1324127,2.536275,1.5730841,7.4369226
311,3.9077501,1.842721e-07,1.877917,1.5250747,2.1399822,2.5458584,1.5785013,7.458176
312,3.92,1.8459245e-07,1.8788646,1.5260909,2.1414013,2.5476546,1.5795168,7.46216
313,3.9322503,1.8434308e-07,1.8781269,1.5252997,2.1402965,2.546256,1.5787262,7.4590583
314,3.9445002,1.8483948e-07,1.8795937,1.5268729,2.142493,2.549037,1.5802982,7.4652257
315,3.9567502,1.8620128e-07,1.8835977,1.5311668,2.1484888,2.556628,1.584589,7.4820604
316,3.969,1.8675385e-07,1.8852141,1.5329001,2.1509092,2.5596921,1.5863211,7.4888563
317,3.9812503,1.8634992e-07,1.8840327,1.5316333,2.1491401,2.5574524,1.5850551,7.483889
318,3.9935002,1.8461998e-07,1.8789461,1.5261782,2.1415231,2.5478091,1.579604,7.4625025
319,4.00575,1.8449072e-07,1.8785638,1.5257683,2.1409507,2.5470843,1.5791944,7.460895
320,4.018,1.8397662e-07,1.8770423,1.5241365,2.1386724,2.5442,1.5775639,7.4544983
321,4.03025,1.8416219e-07,1.8775923,1.5247264,2.1394958,2.5452425,1.5781533,7.4568105
322,4.0425,1.8318866e-07,1.8747007,1.5216254,2.135166,2.5397606,1.5750545,7.444653
323,4.05475,1.8257121e-07,1.8728592,1.5196506,2.1324084,2.5362694,1.573081,7.43691
324,4.0670004,1.8422497e-07,1.8777782,1.5249257,2.1397743,2.545595,1.5783525,7.457592
325,4.0792503,1.854086e-07,1.8812704,1.5286709,2.1450038,2.5522158,1.582095,7.4722753
326,4.0915003,1.8499333e-07,1.8800479,1.5273598,2.1431732,2.549898,1.5807848,7.467135
327,4.10375,1.8557077e-07,1.8817476,1.5291827,2.1457183,2.5531204,1.5826063,7.4742813
328,4.116,1.8373298e-07,1.8763199,1.5233618,2.1375906,2.5428302,1.5767897,7.451461
329,4.12825,1.8245134e-07,1.8725019,1.5192673,2.1318734,2.5355918,1.5726981,7.4354076
330,4.1405,1.808319e-07,1.8676394,1.5140527,2.124592,2.5263734,1.5674872,7.4149637
331,4.15275,1.7908042e-07,1.8623306,1.5083593,2.1166422,2.5163085,1.561798,7.3926425
332,4.165,1.7807764e-07,1.8592684,1.5050755,2.112057,2.5105033,1.5585165,7.379768
333,4.1772504,1.7643453e-07,1.8542125,1.4996533,2.1044858,2.500918,1.5530983,7.35851
334,4.1895003,1.7358175e-07,1.8453213,1.4901181,2.0911715,2.4840615,1.5435699,7.319917
335,4.2017503,1.7181941e-07,1.8397566,1.4841504,2.0828388,2.4735117,1.5376066,7.294129
336,4.214,1.6944611e-07,1.8321702,1.4760146,2.0714786,2.459129,1.5294766,7.2589717
337,4.22625,1.6807338e-07,1.8277342,1.4712573,2.0648358,2.450719,1.5247228,7.238414
338,4.2385,1.8508422e-07,1.8803152,1.5276465,2.1435735,2.5504048,1.5810713,7.468259
339,4.25075,1.846829e-07,1.8791319,1.5263776,2.1418016,2.5481615,1.5798032,7.463284
340,4.263,1.8411123e-07,1.8774409,1.524564,2.1392694,2.5449555,1.577991,7.456174
341,4.2752504,1.8377116e-07,1.876433,1.5234832,2.13776,2.5430446,1.5769109,7.4519362
342,4.2875004,1.8374237e-07,1.8763467,1.5233907,2.1376307,2.5428813,1.5768185,7.4515734
343,4.2997503,1.8462211e-07,1.8789518,1.5261844,2.1415317,2.54782,1.5796102,7.462527
344,4.3120003,1.8499227e-07,1.880045,1.5273567,2.143169,2.5498927,1.5807817,7.467123
345,4.32425,1.8437109e-07,1.8782103,1.5253891,2.1404214,2.5464141,1.5788155,7.4594088
346,4.3365,1.840563e-07,1.877278,1.5243894,2.1390254,2.5446467,1.5778165,7.455489
347,4.34875,1.8427711e-07,1.8779324,1.5250912,2.1400054,2.5458872,1.5785178,7.4582405
348,4.361,1.8494383e-07,1.8799013,1.5272026,2.1429536,2.5496202,1.5806278,7.466519
349,4.37325,1.8440156e-07,1.8783003,1.5254858,2.140556,2.5465848,1.578912,7.4597874
350,4.3855004,1.8307894e-07,1.874375,1.521276,2.1346781,2.5391428,1.5747054,7.443283
351,4.3977504,1.8286084e-07,1.8737243,1.5205784,2.133704,2.5379095,1.5740082,7.440548
352,4.4100003,1.8496578e-07,1.8799665,1.5272726,2.1430511,2.5497437,1.5806975,7.4667926
353,4.4222503,1.8475484e-07,1.8793437,1.5266047,2.1421187,2.548563,1.5800302,7.4641743
354,4.4345,1.8238188e-07,1.872294,1.5190443,2.131562,2.5351977,1.5724753,7.4345336
355,4.44675,1.8045216e-07,1.8664926,1.5128227,2.1228747,2.5241992,1.5662582,7.410142
356,4.459,1.8038546e-07,1.8662914,1.512607,2.1225734,2.5238178,1.5660427,7.4092956
357,4.47125,1.8028791e-07,1.8659962,1.5122906,2.1221316,2.5232582,1.5657264,7.408055
358,4.4835,1.7893007e-07,1.8618726,1.5078682,2.1159565,2.5154405,1.5613072,7.390717
359,4.4957504,1.7738579e-07,1.8571453,1.5027986,2.1088774,2.506478,1.5562412,7.370841
360,4.5080004,1.7508602e-07,1.8500276,1.4951652,2.098219,2.4929838,1.5486134,7.3409142
361,4.5202503,1.7354378e-07,1.8452024,1.4899907,2.0909936,2.4838362,1.5434426,7.319367
362,4.5325003,1.7216252e-07,1.840844,1.4853166,2.0844672,2.4755733,1.5387719,7.2991686
363,4.54475,1.7089997e-07,1.8368295,1.4810114,2.0784557,2.4679625,1.5344698,7.2805643
364,4.557,1.7000905e-07,1.8339792,1.4779546,2.0741873,2.4625587,1.5314152,7.2673545
365,4.56925,1.7039646e-07,1.8352209,1.4792862,2.0760467,2.4649127,1.5327458,7.273109
366,4.5815,1.7027457e-07,1.83483,1.478867,2.0754614,2.4641716,1.5323269,7.2712975
367,4.59375,1.7074453e-07,1.8363342,1.4804802,2.077714,2.4670234,1.533939,7.278269
368,4.6060004,1.7160616e-07,1.8390793,1.483424,2.0818243,2.4722276,1.5368806,7.29099
369,4.6182504,1.7216752e-07,1.8408604,1.485334,2.0844915,2.4756043,1.5387894,7.299244
370,4.6305003,1.7214745e-07,1.8407961,1.4852653,2.0843954,2.4754825,1.5387206,7.2989464
371,4.6427503,1.7277216e-07,1.8427727,1.4873849,2.0873551,2.47923,1.5408388,7.3081064
372,4.655,1.7401902e-07,1.8466942,1.4915905,2.0932276,2.4866645,1.5450413,7.32628
373,4.66725,1.7548555e-07,1.8512712,1.496499,2.1000812,2.4953415,1.5499462,7.346143
374,4.6795,1.7635512e-07,1.8539673,1.4993902,2.1041186,2.500453,1.5528355,7.3574786
375,4.69175,1.765129e-07,1.8544549,1.4999133,2.1048489,2.5013776,1.5533581,7.3595295
376,4.704,1.7625067e-07,1.8536444,1.4990441,2.103635,2.4998407,1.5524894,7.356121
377,4.7162504,1.7496549e-07,1.8496519,1.4947624,2.0976565,2.492272,1.5482109,7.339335
378,4.7285004,1.7307792e-07,1.8437365,1.4884186,2.0887985,2.4810572,1.5418717,7.3125734
379,4.7407503,1.7041897e-07,1.8352928,1.4793633,2.0761542,2.465049,1.5328228,7.2734423
380,4.7530003,1.6897027e-07,1.8306373,1.4743706,2.069183,2.456223,1.5278338,7.2518673
381,4.76525,1.6950764e-07,1.8323686,1.4762274,2.0717757,2.4595053,1.5296892,7.2598906
382,4.7775,1.7147246e-07,1.8386538,1.4829677,2.0811872,2.471421,1.5364248,7.289018
383,4.78975,1.7252088e-07,1.8419784,1.4865332,2.086166,2.477724,1.5399876,7.3044257
384,4.802,1.7368309e-07,1.8456403,1.4904603,2.0916493,2.4846663,1.5439118,7.321396
385,4.81425,1.7477657e-07,1.8490636,1.4941316,2.0967755,2.4911566,1.5475805,7.3368616
386,4.8265004,1.7620138e-07,1.8534911,1.4988797,2.1034055,2.49955,1.5523251,7.355477
387,4.8387504,1.7659494e-07,1.8547078,1.5001845,2.1052275,2.501857,1.5536292,7.360593
388,4.8510003,1.7586997e-07,1.8524649,1.4977791,2.1018689,2.4976048,1.5512254,7.3511624
389,4.8632503,1.7407415e-07,1.8468667,1.4917755,2.0934858,2.4869914,1.5452261,7.3270793
390,4.8755,1.7287775e-07,1.8431052,1.4877415,2.087853,2.47986,1.541195,7.309647
391,4.88775,1.7171266e-07,1.8394175,1.4837867,2.0823307,2.4728687,1.5372431,7.2925572
392,4.9,1.7205105e-07,1.8404914,1.4849385,2.083939,2.474905,1.5383941,7.2975345
393,4.91225,1.7226529e-07,1.8411698,1.4856659,2.084955,2.476191,1.539121,7.3006783
394,4.9245005,1.7255275e-07,1.842079,1.486641,2.0863166,2.4779148,1.5400954,7.3048916
395,4.9367504,1.7317583e-07,1.844045,1.4887495,2.0892606,2.481642,1.5422024,7.314003
396,4.9490004,1.7267476e-07,1.8424652,1.4870552,2.0868948,2.4786468,1.5405092,7.306681
397,4.9612503,1.7246442e-07,1.8418002,1.4863421,2.0858989,2.4773862,1.5397966,7.3036
398,4.9735003,1.7309614e-07,1.8437941,1.4884803,2.0888846,2.4811661,1.5419333,7.3128395
399,4.98575,1.707696e-07,1.8364137,1.4805654,2.077833,2.4671743,1.5340242,7.278637
400,4.998,1.7147613e-07,1.8386663,1.4829811,2.081206,2.4714446,1.5364381,7.289076
401,5.01025,1.708018e-07,1.8365163,1.4806753,2.0779865,2.4673686,1.534134,7.2791123
402,5.0225,1.7108411e-07,1.8374169,1.4816413,2.0793352,2.469076,1.5350991,7.283286
403,5.0347505,1.7257041e-07,1.8421346,1.4867007,2.0863998,2.4780202,1.5401549,7.3051496
404,5.0470004,1.73807e-07,1.8460293,1.4908774,2.0922318,2.4854038,1.5443287,7.323199
405,5.0592504,0.0,,,,,,
406,5.0715003,0.0,,,,,,
407,5.0837502,0.0,,,,,,
408,5.096,0.0,,,,,,
409,5.10825,0.0,,,,,,
410,5.1205,0.0,,,,,,
411,5.13275,0.0,,,,,,
412,5.1450005,0.0,,,,,,
413,5.1572504,0.0,,,,,,
414,5.1695004,0.0,,,,,,
415,5.1817503,0.0,,,,,,
416,5.1940002,0.0,,,,,,
417,5.20625,0.0,,,,,,
418,5.2185,0.0,,,,,,
419,5.23075,0.0,,,,,,
420,5.243,0.0,,,,,,
421,5.2552505,0.0,,,,,,
422,5.2675004,0.0,,,,,,
423,5.2797503,0.0,,,,,,
424,5.2920003,0.0,,,,,,
425,5.3042502,0.0,,,,,,
426,5.3165,0.0,,,,,,
427,5.32875,0.0,,,,,,
428,5.341,0.0,,,,,,
429,5.35325,0.0,,,,,,
430,5.3655005,0.0,,,,,,
431,5.3777504,0.0,,,,,,
432,5.3900003,0.0,,,,,,
433,5.4022503,0.0,,,,,,
434,5.4145,0.0,,,,,,
435,5.42675,0.0,,,,,,
436,5.439,0.0,,,,,,
437,5.45125,0.0,,,,,,
438,5.4635,0.0,,,,,,
439,5.4757504,0.0,,,,,,
440,5.4880004,0.0,,,,,,
441,5.5002503,0.0,,,,,,
442,5.5125003,0.0,,,,,,
443,5.52475,0.0,,,,,,
444,5.537,0.0,,,,,,
445,5.54925,0.0,,,,,,
446,5.5615,0.0,,,,,,
447,5.5737505,0.0,,,,,,
448,5.5860004,0.0,,,,,,
449,5.5982504,0.0,,,,,,
450,5.6105003,0.0,,,,,,
451,5.6227503,0.0,,,,,,
452,5.635,0.0,,,,,,
453,5.64725,0.0,,,,,,
454,5.6595,0.0,,,,,,
455,5.67175,0.0,,,,,,
456,5.6840005,0.0,,,,,,
457,5.6962504,0.0,,,,,,
458,5.7085004,0.0,,,,,,
459,5.7207503,0.0,,,,,,
460,5.7330003,0.0,,,,,,
461,5.74525,0.0,,,,,,
462,5.7575,0.0,,,,,,
463,5.76975,0.0,,,,,,
464,5.782,0.0,,,,,,
465,5.7942505,0.0,,,,,,
466,5.8065004,0.0,,,,,,
467,5.8187504,0.0,,,,,,
468,5.8310003,0.0,,,,,,
469,5.8432503,0.0,,,,,,
470,5.8555,0.0,,,,,,
471,5.86775,0.0,,,,,,
472,5.88,0.0,,,,,,
473,5.89225,0.0,,,,,,
474,5.9045005,0.0,,,,,,
475,5.9167504,0.0,,,,,,
476,5.9290004,0.0,,,,,,
477,5.9412503,0.0,,,,,,
478,5.9535003,0.0,,,,,,
479,5.96575,0.0,,,,,,
480,5.978,0.0,,,,,,
481,5.99025,0.0,,,,,,
482,6.0025,0.0,,,,,,
483,6.0147505,0.0,,,,,,
484,6.0270004,0.0,,,,,,
485,6.0392504,0.0,,,,,,
486,6.0515003,0.0,,,,,,
487,6.0637503,0.0,,,,,,
488,6.076,0.0,,,,,,
489,6.08825,0.0,,,,,,
490,6.1005,0.0,,,,,,
491,6.11275,0.0,,,,,,
492,6.1250005,0.0,,,,,,
493,6.1372504,0.0,,,,,,
494,6.1495004,0.0,,,,,,
495,6.1617503,0.0,,,,,,
496,6.1740003,0.0,,,,,,
497,6.18625,0.0,,,,,,
498,6.1985,0.0,,,,,,
499,6.21075,0.0,,,,,,
500,6.2230005,0.0,,,,,,
501,6.2352505,0.0,,,,,,
502,6.2475004,0.0,,,,,,
503,6.2597504,0.0,,,,,,
